day,transformer,district,SAIFI
2023-12-25,41,Achimota,0.0
2023-12-25,436,Mampong,0.0
2023-12-25,91,Achimota,0.0
2023-12-27,225,Dansoman,0.0
2023-12-27,325,Kaneshie,0.0
2023-12-27,norc602,Achimota,0.0
2023-12-27,norc923,Achimota,1.0
2023-12-28,320,Kaneshie,0.0
2023-12-28,66,Achimota,0.526508226691042
2023-12-28,77,Achimota,0.0
2023-12-30,428,Mampong,0.0
2023-12-30,norc927,Achimota,0.0
2023-12-31,405,Mampong,0.0
2023-12-31,87,Achimota,0.5070422535211268
2023-01-01,423,Mampong,0.0
2023-01-02,14,Achimota,0.0
2023-01-02,232,Dansoman,0.0
2023-01-02,42,Achimota,0.0
2023-01-02,5,Achimota,1.0
2023-01-03,225,Dansoman,0.0
2023-01-03,401,Mampong,1.0
2023-01-03,93,Achimota,0.0
2023-01-03,98,Achimota,0.0
2023-01-03,norc835,Achimota,0.0
2023-01-04,205,Dansoman,0.0
2023-01-04,94,Achimota,0.0
2023-01-05,217,Dansoman,0.0
2023-01-05,432,Mampong,0.0
2023-01-05,norc930,Achimota,0.0
2023-01-06,norc519,Achimota,0.0
2023-01-06,norc533,Achimota,0.0
2023-01-06,norc927,Achimota,2.6666666666666665
2023-01-07,327,Kaneshie,0.0
2023-01-07,6,Achimota,0.0
2023-01-07,69,Achimota,0.0
2023-01-08,222,Dansoman,0.0
2023-01-08,71,Achimota,0.0
2023-01-08,72,Achimota,0.6666666666666666
2023-01-09,306,Kaneshie,0.0
2023-01-09,311,Kaneshie,0.0
2023-01-09,4,Achimota,0.0
2023-01-09,405,Mampong,0.0
2023-01-09,434,Mampong,0.0
2023-01-09,94,Achimota,0.0
2023-01-10,301,Kaneshie,0.0
2023-01-10,307,Kaneshie,0.3855421686746988
2023-01-10,319,Kaneshie,0.3333333333333333
2023-01-10,325,Kaneshie,0.0
2023-01-10,409,Mampong,0.0
2023-01-10,79,Achimota,0.0
2023-01-11,21,Achimota,0.0
2023-01-11,norc332,Kaneshie,0.0
2023-01-11,norc606,Achimota,0.0
2023-01-12,219,Dansoman,0.0
2023-01-12,norc110,Dansoman,0.0
2023-01-13,norc927,Achimota,0.0
2023-01-14,202,Dansoman,0.0
2023-01-14,410,Mampong,0.0
2023-01-14,418,Mampong,0.0
2023-01-15,326,Kaneshie,0.0
2023-01-15,45,Achimota,0.0
2023-01-15,456,Mampong,0.0
2023-01-15,norc923,Achimota,0.0
2023-01-16,214,Dansoman,0.0
2023-01-16,319,Kaneshie,0.0
2023-01-16,325,Kaneshie,0.0
2023-01-17,236,Dansoman,0.0
2023-01-17,437,Mampong,0.0
2023-01-17,455,Mampong,1.0
2023-01-17,87,Achimota,0.0
2023-01-18,306,Kaneshie,0.0
2023-01-18,36,Achimota,0.0
2023-01-18,433,Mampong,0.0
2023-01-18,norc477,Kaneshie,0.0
2023-01-18,norc854,Achimota,0.0
2023-01-19,327,Kaneshie,0.0
2023-01-19,51,Achimota,0.0
2023-01-21,208,Dansoman,0.0
2023-01-21,36,Achimota,0.0
2023-01-22,204,Dansoman,0.0
2023-01-22,94,Achimota,0.0
2023-01-23,203,Dansoman,0.0
2023-01-24,44,Achimota,0.0
2023-01-25,norc392,Kaneshie,0.0
2023-01-25,norc603,Achimota,0.0
2023-01-26,4,Achimota,0.0
2023-01-26,418,Mampong,0.0
2023-01-26,456,Mampong,0.0
2023-01-27,455,Mampong,0.0
2023-01-27,54,Achimota,0.0
2023-01-27,norc112,Dansoman,0.0
2023-01-27,norc323,Kaneshie,0.0
2023-01-28,233,Dansoman,0.0
2023-01-28,28,Achimota,0.5737051792828686
2023-01-28,317,Kaneshie,0.0
2023-01-28,9,Achimota,0.0
2023-01-29,318,Kaneshie,0.0
2023-01-29,norc110,Dansoman,0.0
2023-01-29,norc456,Kaneshie,0.0
2023-01-31,415,Mampong,1.0285714285714287
2023-01-31,432,Mampong,1.5780917996456598
2023-01-31,norc474,Kaneshie,0.0
2023-02-01,329,Kaneshie,0.0
2023-02-01,74,Achimota,0.3333333333333333
2023-02-02,320,Kaneshie,0.0
2023-02-02,42,Achimota,0.0
2023-02-03,325,Kaneshie,0.0
2023-02-03,409,Mampong,0.0
2023-02-03,55,Achimota,0.0
2023-02-03,norc421,Kaneshie,0.0
2023-02-03,norc474,Kaneshie,0.0
2023-02-03,norc858,Achimota,0.0
2023-02-04,69,Achimota,0.0
2023-02-05,220,Dansoman,0.0
2023-02-05,421,Mampong,2.0
2023-02-07,208,Dansoman,0.0
2023-02-07,84,Achimota,0.0
2023-02-08,228,Dansoman,0.0
2023-02-08,41,Achimota,0.0
2023-02-09,217,Dansoman,0.0
2023-02-09,313,Kaneshie,0.0
2023-02-09,68,Achimota,0.0
2023-02-09,norc533,Achimota,0.0
2023-02-11,224,Dansoman,0.0
2023-02-11,309,Kaneshie,0.0
2023-02-11,318,Kaneshie,0.0
2023-02-11,9,Achimota,0.0
2023-02-11,norc732,Achimota,0.0
2023-02-12,212,Dansoman,0.0
2023-02-12,75,Achimota,1.0
2023-02-13,norc169,Dansoman,0.0
2023-02-14,308,Kaneshie,0.0
2023-02-14,78,Achimota,1.0397111913357402
2023-02-15,77,Achimota,0.38399999999999995
2023-02-17,209,Dansoman,0.0
2023-02-17,305,Kaneshie,0.0
2023-02-17,428,Mampong,0.0
2023-02-17,439,Mampong,0.0
2023-02-17,45,Achimota,0.0
2023-02-17,66,Achimota,0.0
2023-02-17,norc1104,Mampong,0.0
2023-02-18,305,Kaneshie,0.0
2023-02-18,441,Mampong,0.6666666666666666
2023-02-19,207,Dansoman,0.0
2023-02-19,29,Achimota,0.0
2023-02-21,213,Dansoman,0.0
2023-02-21,218,Dansoman,0.0
2023-02-21,440,Mampong,1.0
2023-02-22,317,Kaneshie,0.0
2023-02-22,417,Mampong,1.0
2023-02-22,433,Mampong,1.0023201856148491
2023-02-22,norc1104,Mampong,1.979381443298969
2023-02-23,423,Mampong,3.0
2023-02-23,433,Mampong,2.0046403712296983
2023-02-24,97,Achimota,0.0
2023-02-25,19,Achimota,0.0
2023-02-25,86,Achimota,0.0
2023-02-25,norc112,Dansoman,0.0
2023-02-26,209,Dansoman,0.0
2023-02-26,62,Achimota,0.0
2023-02-26,96,Achimota,0.0
2023-02-28,11,Achimota,0.0
2023-02-28,13,Achimota,0.0
2023-03-01,81,Achimota,0.0
2023-03-01,norc165,Dansoman,0.0
2023-03-03,318,Kaneshie,0.0
2023-03-03,403,Mampong,0.0
2023-03-03,410,Mampong,0.0
2023-03-03,93,Achimota,0.0
2023-03-04,4,Achimota,0.3333333333333333
2023-03-04,417,Mampong,0.0
2023-03-04,86,Achimota,0.0
2023-03-05,227,Dansoman,0.0
2023-03-05,norc519,Achimota,0.0
2023-03-06,328,Kaneshie,0.0
2023-03-06,435,Mampong,0.0
2023-03-06,44,Achimota,0.0
2023-03-06,norc392,Kaneshie,0.0
2023-03-07,18,Achimota,0.9070866141732283
2023-03-08,237,Dansoman,0.0
2023-03-08,314,Kaneshie,1.135348226018397
2023-03-08,36,Achimota,0.0
2023-03-08,415,Mampong,0.0
2023-03-08,norc377,Kaneshie,0.0
2023-03-08,norc926,Achimota,1.0
2023-03-09,11,Achimota,0.0
2023-03-09,329,Kaneshie,0.0
2023-03-10,7,Achimota,0.0
2023-03-10,norc146,Dansoman,0.0
2023-03-10,norc533,Achimota,0.0
2023-03-12,26,Achimota,0.0
2023-03-12,313,Kaneshie,0.0
2023-03-12,41,Achimota,0.0
2023-03-12,68,Achimota,0.0
2023-03-12,82,Achimota,0.4437596302003082
2023-03-13,229,Dansoman,0.0
2023-03-13,322,Kaneshie,0.4102564102564103
2023-03-14,10,Achimota,0.0
2023-03-14,230,Dansoman,0.0
2023-03-14,63,Achimota,0.0
2023-03-14,67,Achimota,0.0
2023-03-15,16,Achimota,0.0
2023-03-15,419,Mampong,1.0
2023-03-15,45,Achimota,0.0
2023-03-15,norc443,Kaneshie,0.0
2023-03-16,norc533,Achimota,0.0
2023-03-17,212,Dansoman,0.0
2023-03-17,235,Dansoman,0.0
2023-03-17,69,Achimota,0.0
2023-03-17,norc146,Dansoman,0.0
2023-03-17,norc732,Achimota,2.5
2023-03-18,442,Mampong,0.0
2023-03-19,217,Dansoman,0.0
2023-03-19,407,Mampong,0.0
2023-03-20,211,Dansoman,0.0
2023-03-20,323,Kaneshie,0.0
2023-03-20,405,Mampong,0.0
2023-03-20,408,Mampong,0.0
2023-03-20,94,Achimota,0.0
2023-03-22,201,Dansoman,0.0
2023-03-22,215,Dansoman,0.0
2023-03-22,431,Mampong,0.0
2023-03-22,46,Achimota,0.0
2023-03-22,norc109,Dansoman,0.0
2023-03-23,433,Mampong,1.6724738675958188
2023-03-23,77,Achimota,0.0
2023-03-23,norc732,Achimota,0.0
2023-03-24,100,Achimota,0.0
2023-03-25,norc456,Kaneshie,0.0
2023-03-26,4,Achimota,0.0
2023-03-26,90,Achimota,0.0
2023-03-26,norc934,Achimota,0.0
2023-03-28,224,Dansoman,0.0
2023-03-28,32,Achimota,1.0
2023-03-28,91,Achimota,0.0
2023-03-28,norc519,Achimota,0.0
2023-03-29,231,Dansoman,0.0
2023-03-29,405,Mampong,0.0
2023-03-30,308,Kaneshie,0.0
2023-03-30,314,Kaneshie,0.0
2023-03-30,421,Mampong,0.0
2023-03-30,428,Mampong,1.2126315789473685
2023-03-30,62,Achimota,1.0
2023-03-30,norc331,Kaneshie,0.0
2023-03-31,70,Achimota,0.0
2023-04-01,238,Dansoman,0.25021720243266726
2023-04-02,223,Dansoman,0.0
2023-04-02,454,Mampong,0.0
2023-04-02,71,Achimota,0.0
2023-04-02,norc337,Achimota,0.0
2023-04-03,63,Achimota,0.0
2023-04-04,455,Mampong,0.0
2023-04-04,norc438,Kaneshie,0.0
2023-04-05,308,Kaneshie,0.0
2023-04-05,50,Achimota,1.0
2023-04-05,norc109,Dansoman,0.6666666666666666
2023-04-05,norc934,Achimota,2.0
2023-04-06,456,Mampong,1.0017391304347827
2023-04-06,89,Achimota,0.0
2023-04-07,99,Achimota,0.0
2023-04-09,456,Mampong,0.0
2023-04-10,223,Dansoman,0.0
2023-04-10,55,Achimota,0.0
2023-04-11,63,Achimota,0.0
2023-04-12,224,Dansoman,0.0
2023-04-12,409,Mampong,2.0210526315789474
2023-04-12,438,Mampong,0.5
2023-04-12,norc146,Dansoman,0.0
2023-04-13,440,Mampong,0.0
2023-04-14,324,Kaneshie,0.0
2023-04-14,51,Achimota,0.0
2023-04-14,norc388,Kaneshie,1.0
2023-04-15,norc155,Dansoman,0.0
2023-04-15,norc332,Kaneshie,0.0
2023-04-15,norc603,Achimota,0.0
2023-04-17,307,Kaneshie,0.3333333333333333
2023-04-17,64,Achimota,0.0
2023-04-18,204,Dansoman,0.3333333333333333
2023-04-18,302,Kaneshie,0.0
2023-04-18,405,Mampong,0.0
2023-04-18,407,Mampong,0.0
2023-04-20,67,Achimota,0.8033472803347281
2023-04-21,224,Dansoman,0.0
2023-04-21,441,Mampong,0.0
2023-04-21,66,Achimota,1.0
2023-04-21,norc1146,Mampong,0.7024390243902439
2023-04-22,223,Dansoman,0.0
2023-04-22,27,Achimota,0.33410672853828305
2023-04-22,421,Mampong,1.032258064516129
2023-04-22,95,Achimota,0.0
2023-04-23,30,Achimota,0.0
2023-04-23,330,Kaneshie,0.0
2023-04-24,208,Dansoman,0.0
2023-04-24,223,Dansoman,1.0
2023-04-24,norc932,Achimota,0.0
2023-04-25,norc377,Kaneshie,0.0
2023-04-26,207,Dansoman,1.0
2023-04-26,36,Achimota,0.0
2023-04-26,74,Achimota,0.0
2023-04-27,norc104,Dansoman,0.0
2023-04-28,75,Achimota,0.3333333333333333
2023-04-28,norc169,Dansoman,0.3988919667590028
2023-04-28,norc474,Kaneshie,0.0
2023-04-29,417,Mampong,0.0
2023-04-29,51,Achimota,0.6792452830188679
2023-04-30,201,Dansoman,0.0
2023-04-30,21,Achimota,0.0
2023-04-30,309,Kaneshie,0.0
2023-04-30,326,Kaneshie,0.0
2023-05-01,18,Achimota,0.0
2023-05-02,224,Dansoman,0.0
2023-05-02,426,Mampong,0.0
2023-05-03,326,Kaneshie,0.0
2023-05-03,98,Achimota,0.0
2023-05-03,norc438,Kaneshie,0.0
2023-05-04,318,Kaneshie,0.6666666666666666
2023-05-04,39,Achimota,0.0
2023-05-05,90,Achimota,0.0
2023-05-05,norc519,Achimota,0.0
2023-05-05,norc532,Achimota,0.0
2023-05-06,317,Kaneshie,0.0
2023-05-07,228,Dansoman,0.45425867507886436
2023-05-07,320,Kaneshie,0.0
2023-05-07,norc322,Kaneshie,0.0
2023-05-08,230,Dansoman,0.6697674418604651
2023-05-08,310,Kaneshie,0.0
2023-05-08,66,Achimota,1.968109339407745
2023-05-08,9,Achimota,0.0
2023-05-08,norc225,Kaneshie,0.0
2023-05-09,1,Achimota,0.0
2023-05-09,203,Dansoman,1.1177231565329884
2023-05-10,307,Kaneshie,0.0
2023-05-10,437,Mampong,1.0023201856148491
2023-05-10,48,Achimota,0.3333333333333333
2023-05-10,norc456,Kaneshie,0.0
2023-05-10,norc858,Achimota,0.0
2023-05-11,6,Achimota,1.0
2023-05-11,norc322,Kaneshie,2.0
2023-05-12,234,Dansoman,0.3333333333333333
2023-05-12,303,Kaneshie,0.0
2023-05-12,429,Mampong,0.0
2023-05-13,14,Achimota,0.0
2023-05-13,408,Mampong,0.0
2023-05-13,421,Mampong,0.0
2023-05-13,79,Achimota,0.0
2023-05-13,norc225,Kaneshie,1.0
2023-05-13,norc337,Achimota,0.0
2023-05-14,236,Dansoman,2.0
2023-05-14,304,Kaneshie,0.0
2023-05-14,402,Mampong,2.016336056009335
2023-05-15,norc104,Dansoman,0.0
2023-05-15,norc356,Achimota,0.6666666666666666
2023-05-16,206,Dansoman,0.0
2023-05-16,236,Dansoman,0.0
2023-05-16,45,Achimota,0.3356643356643357
2023-05-16,7,Achimota,0.0
2023-05-16,norc332,Kaneshie,0.0
2023-05-17,218,Dansoman,0.0
2023-05-17,409,Mampong,1.0105263157894737
2023-05-18,405,Mampong,0.0
2023-05-18,424,Mampong,0.0
2023-05-18,80,Achimota,1.0
2023-05-18,norc443,Kaneshie,0.0
2023-05-19,421,Mampong,0.0
2023-05-19,5,Achimota,0.0
2023-05-19,84,Achimota,0.0
2023-05-20,314,Kaneshie,0.5
2023-05-20,404,Mampong,0.0
2023-05-20,412,Mampong,0.0
2023-05-20,norc456,Kaneshie,0.0
2023-05-21,202,Dansoman,0.0
2023-05-22,425,Mampong,1.0034843205574913
2023-05-22,norc606,Achimota,0.0
2023-05-23,415,Mampong,0.0
2023-05-24,2,Achimota,0.0
2023-05-24,420,Mampong,0.35910224438902744
2023-05-24,83,Achimota,0.0
2023-05-24,93,Achimota,1.0
2023-05-24,norc537,Achimota,0.0
2023-05-25,221,Dansoman,0.7659574468085106
2023-05-26,238,Dansoman,0.0
2023-05-26,norc421,Kaneshie,0.0
2023-05-28,norc537,Achimota,0.0
2023-05-30,norc146,Dansoman,0.0
2023-05-30,norc322,Kaneshie,0.0
2023-05-31,233,Dansoman,0.0
2023-05-31,414,Mampong,0.0
2023-06-01,422,Mampong,0.0
2023-06-01,95,Achimota,0.0
2023-06-01,norc226,Kaneshie,0.0
2023-06-02,218,Dansoman,0.0
2023-06-02,302,Kaneshie,0.33410672853828305
2023-06-03,324,Kaneshie,0.0
2023-06-03,413,Mampong,0.0
2023-06-03,86,Achimota,0.0
2023-06-03,norc110,Dansoman,0.0
2023-06-03,norc602,Achimota,0.0
2023-06-04,232,Dansoman,0.3333333333333333
2023-06-05,235,Dansoman,0.0
2023-06-05,419,Mampong,0.0
2023-06-05,80,Achimota,0.0
2023-06-05,82,Achimota,0.44171779141104295
2023-06-06,321,Kaneshie,1.6134453781512605
2023-06-06,63,Achimota,1.3333333333333333
2023-06-06,98,Achimota,0.0
2023-06-07,303,Kaneshie,0.0
2023-06-07,323,Kaneshie,0.0
2023-06-07,69,Achimota,0.0
2023-06-07,94,Achimota,0.0
2023-06-07,norc112,Dansoman,0.0
2023-06-08,206,Dansoman,0.0
2023-06-09,319,Kaneshie,0.0
2023-06-10,217,Dansoman,0.0
2023-06-10,237,Dansoman,0.0
2023-06-10,44,Achimota,0.0
2023-06-10,51,Achimota,0.0
2023-06-11,39,Achimota,0.0
2023-06-11,78,Achimota,0.0
2023-06-11,norc112,Dansoman,0.0
2023-06-12,213,Dansoman,0.0
2023-06-12,236,Dansoman,5.0
2023-06-12,85,Achimota,0.0
2023-06-13,220,Dansoman,0.6666666666666666
2023-06-13,310,Kaneshie,1.0
2023-06-13,434,Mampong,0.0
2023-06-13,norc450,Kaneshie,1.0
2023-06-14,419,Mampong,0.0
2023-06-14,norc155,Dansoman,0.0
2023-06-15,77,Achimota,0.0
2023-06-16,norc1104,Mampong,0.0
2023-06-17,30,Achimota,0.9942462600690448
2023-06-18,237,Dansoman,0.0
2023-06-18,416,Mampong,0.0
2023-06-18,46,Achimota,0.0
2023-06-19,236,Dansoman,0.0
2023-06-20,19,Achimota,0.0
2023-06-20,322,Kaneshie,0.0
2023-06-20,402,Mampong,0.0
2023-06-20,421,Mampong,0.0
2023-06-20,norc930,Achimota,0.0
2023-06-21,434,Mampong,0.0
2023-06-21,61,Achimota,0.0
2023-06-21,norc533,Achimota,0.0
2023-06-22,235,Dansoman,0.0
2023-06-22,421,Mampong,1.0
2023-06-22,427,Mampong,1.0105263157894737
2023-06-22,norc1104,Mampong,0.8753799392097265
2023-06-22,norc111,Dansoman,0.0
2023-06-23,214,Dansoman,0.0
2023-06-23,70,Achimota,0.0
2023-06-24,norc337,Achimota,0.0
2023-06-24,norc438,Kaneshie,0.0
2023-06-27,29,Achimota,0.0
2023-06-27,409,Mampong,0.0
2023-06-27,454,Mampong,0.0
2023-06-27,norc169,Dansoman,0.0
2023-06-28,310,Kaneshie,0.0
2023-06-28,313,Kaneshie,0.0
2023-06-28,82,Achimota,0.0
2023-06-28,95,Achimota,0.0
2023-06-29,21,Achimota,0.0
2023-06-29,216,Dansoman,0.0
2023-06-29,norc322,Kaneshie,0.0
2023-06-30,16,Achimota,0.0
2023-06-30,26,Achimota,0.0
2023-06-30,90,Achimota,0.0
2023-06-30,norc930,Achimota,0.0
2023-07-01,21,Achimota,0.0
2023-07-02,319,Kaneshie,0.0
2023-07-02,442,Mampong,0.0
2023-07-02,80,Achimota,0.0
2023-07-03,18,Achimota,2.0
2023-07-03,81,Achimota,0.40336134453781514
2023-07-04,206,Dansoman,0.0
2023-07-04,228,Dansoman,0.0
2023-07-04,44,Achimota,0.0
2023-07-05,50,Achimota,0.5
2023-07-05,98,Achimota,0.8355899419729207
2023-07-06,25,Achimota,0.0
2023-07-06,435,Mampong,0.0
2023-07-07,423,Mampong,2.0
2023-07-07,64,Achimota,0.6666666666666666
2023-07-08,314,Kaneshie,0.0
2023-07-09,1,Achimota,0.0
2023-07-09,405,Mampong,0.3333333333333333
2023-07-09,61,Achimota,0.0
2023-07-09,81,Achimota,0.0
2023-07-09,9,Achimota,0.0
2023-07-10,212,Dansoman,0.35467980295566504
2023-07-10,225,Dansoman,0.0
2023-07-10,231,Dansoman,0.0
2023-07-10,235,Dansoman,0.0
2023-07-10,413,Mampong,1.7454545454545456
2023-07-10,425,Mampong,1.0
2023-07-10,79,Achimota,0.0
2023-07-11,norc390,Kaneshie,0.0
2023-07-12,11,Achimota,0.0
2023-07-12,309,Kaneshie,0.0
2023-07-12,norc603,Achimota,0.0
2023-07-13,201,Dansoman,0.3420427553444181
2023-07-13,413,Mampong,1.021276595744681
2023-07-13,norc332,Kaneshie,0.0
2023-07-14,438,Mampong,0.0
2023-07-14,52,Achimota,1.0
2023-07-14,6,Achimota,1.0052356020942408
2023-07-14,61,Achimota,0.0
2023-07-14,norc377,Kaneshie,0.0
2023-07-15,324,Kaneshie,0.0
2023-07-15,429,Mampong,0.0
2023-07-16,415,Mampong,0.0
2023-07-16,84,Achimota,0.0
2023-07-18,425,Mampong,1.0
2023-07-18,456,Mampong,0.0
2023-07-18,66,Achimota,0.0
2023-07-18,81,Achimota,0.0
2023-07-18,89,Achimota,0.3333333333333333
2023-07-19,234,Dansoman,0.0
2023-07-19,28,Achimota,0.0
2023-07-19,norc172,Dansoman,0.0
2023-07-19,norc430,Kaneshie,0.0
2023-07-19,norc923,Achimota,0.0
2023-07-20,307,Kaneshie,0.4161849710982659
2023-07-20,norc438,Kaneshie,0.0
2023-07-21,441,Mampong,0.0
2023-07-21,norc104,Dansoman,0.0
2023-07-21,norc579,Achimota,0.0
2023-07-23,320,Kaneshie,0.0
2023-07-23,328,Kaneshie,0.0
2023-07-23,428,Mampong,0.0
2023-07-23,67,Achimota,0.0
2023-07-23,69,Achimota,0.0
2023-07-23,norc421,Kaneshie,0.0
2023-07-23,norc519,Achimota,0.0
2023-07-24,438,Mampong,0.0
2023-07-24,57,Achimota,0.0
2023-07-25,302,Kaneshie,0.0
2023-07-25,norc332,Kaneshie,0.0
2023-07-26,415,Mampong,0.0
2023-07-26,86,Achimota,0.0
2023-07-26,norc1104,Mampong,0.0
2023-07-27,224,Dansoman,0.0
2023-07-27,88,Achimota,0.0
2023-07-28,423,Mampong,0.0
2023-07-28,norc835,Achimota,0.0
2023-07-29,13,Achimota,0.0
2023-07-29,416,Mampong,0.0
2023-07-30,202,Dansoman,0.7721179624664879
2023-07-30,27,Achimota,0.0
2023-07-30,norc477,Kaneshie,0.0
2023-07-31,208,Dansoman,0.0
2023-07-31,norc579,Achimota,0.0
2023-07-31,norc923,Achimota,0.0
2023-08-01,237,Dansoman,0.0
2023-08-01,432,Mampong,0.0
2023-08-02,norc155,Dansoman,0.0
2023-08-02,norc923,Achimota,0.6666666666666666
2023-08-02,norc932,Achimota,0.0
2023-08-03,19,Achimota,0.0
2023-08-03,302,Kaneshie,0.0
2023-08-03,norc927,Achimota,0.0
2023-08-04,66,Achimota,0.0
2023-08-05,311,Kaneshie,0.0
2023-08-05,419,Mampong,0.0
2023-08-05,455,Mampong,0.0
2023-08-05,78,Achimota,0.0
2023-08-06,316,Kaneshie,0.0
2023-08-06,418,Mampong,1.0485436893203883
2023-08-06,437,Mampong,1.1489361702127658
2023-08-07,303,Kaneshie,0.0
2023-08-07,326,Kaneshie,0.0
2023-08-07,420,Mampong,0.6780459093584461
2023-08-07,442,Mampong,0.0
2023-08-07,norc1146,Mampong,0.0
2023-08-08,205,Dansoman,0.0
2023-08-08,30,Achimota,0.0
2023-08-08,72,Achimota,0.0
2023-08-09,30,Achimota,0.0
2023-08-09,norc225,Kaneshie,0.0
2023-08-09,norc923,Achimota,0.0
2023-08-10,norc438,Kaneshie,0.0
2023-08-10,norc537,Achimota,0.0
2023-08-11,218,Dansoman,0.0
2023-08-11,439,Mampong,1.0
2023-08-12,25,Achimota,1.9072847682119205
2023-08-12,442,Mampong,0.0
2023-08-12,76,Achimota,0.0
2023-08-13,207,Dansoman,0.0
2023-08-13,433,Mampong,0.0
2023-08-13,71,Achimota,0.0
2023-08-13,93,Achimota,0.0
2023-08-14,209,Dansoman,0.0
2023-08-14,221,Dansoman,0.4444444444444445
2023-08-14,93,Achimota,0.0
2023-08-15,322,Kaneshie,0.0
2023-08-15,norc537,Achimota,0.6682134570765661
2023-08-16,45,Achimota,0.0
2023-08-17,322,Kaneshie,0.0
2023-08-17,437,Mampong,0.0
2023-08-17,79,Achimota,0.8674698795180723
2023-08-17,norc474,Kaneshie,1.0
2023-08-18,50,Achimota,0.0
2023-08-19,304,Kaneshie,0.4939965694682676
2023-08-19,319,Kaneshie,0.0
2023-08-20,19,Achimota,0.0
2023-08-20,norc392,Kaneshie,0.0
2023-08-21,68,Achimota,0.0
2023-08-21,89,Achimota,0.0
2023-08-21,96,Achimota,0.0
2023-08-21,norc532,Achimota,0.0
2023-08-22,410,Mampong,0.0
2023-08-22,norc533,Achimota,0.0
2023-08-23,224,Dansoman,0.0
2023-08-23,325,Kaneshie,0.0
2023-08-23,norc109,Dansoman,0.0
2023-08-24,213,Dansoman,0.0
2023-08-24,6,Achimota,0.0
2023-08-25,205,Dansoman,0.0
2023-08-25,214,Dansoman,0.0
2023-08-25,224,Dansoman,0.3333333333333333
2023-08-25,413,Mampong,0.0
2023-08-25,429,Mampong,0.0
2023-08-26,59,Achimota,0.7373811265544988
2023-08-26,90,Achimota,0.0
2023-08-27,213,Dansoman,0.0
2023-08-27,440,Mampong,0.0
2023-08-27,norc109,Dansoman,0.0
2023-08-28,314,Kaneshie,0.0
2023-08-28,432,Mampong,0.0
2023-08-28,437,Mampong,0.0
2023-08-29,443,Mampong,0.7451487710219922
2023-08-29,norc450,Kaneshie,1.0
2023-08-30,86,Achimota,0.0
2023-08-31,308,Kaneshie,0.0
2023-08-31,415,Mampong,0.0
2023-09-01,210,Dansoman,0.0
2023-09-01,410,Mampong,1.1922832776750476
2023-09-02,217,Dansoman,0.0
2023-09-02,455,Mampong,2.0034782608695654
2023-09-02,norc537,Achimota,0.0
2023-09-02,norc833,Achimota,0.0
2023-09-03,210,Dansoman,0.0
2023-09-04,norc172,Dansoman,0.0
2023-09-04,norc323,Kaneshie,0.0
2023-09-05,209,Dansoman,0.0
2023-09-05,230,Dansoman,0.3525091799265606
2023-09-05,79,Achimota,0.0
2023-09-06,327,Kaneshie,0.0
2023-09-06,435,Mampong,0.0
2023-09-06,441,Mampong,1.0
2023-09-06,47,Achimota,0.0
2023-09-06,norc392,Kaneshie,0.0
2023-09-08,438,Mampong,1.5
2023-09-09,18,Achimota,0.0
2023-09-09,norc537,Achimota,0.0
2023-09-10,311,Kaneshie,0.0
2023-09-10,403,Mampong,1.0285714285714287
2023-09-10,73,Achimota,0.0
2023-09-11,209,Dansoman,0.3333333333333333
2023-09-11,48,Achimota,0.0
2023-09-11,86,Achimota,0.0
2023-09-12,230,Dansoman,0.0
2023-09-12,433,Mampong,1.631728045325779
2023-09-12,434,Mampong,1.8375393986312034
2023-09-12,94,Achimota,0.3819628647214854
2023-09-12,99,Achimota,1.0
2023-09-12,norc603,Achimota,0.0
2023-09-13,norc165,Dansoman,0.0
2023-09-14,419,Mampong,0.0
2023-09-14,69,Achimota,1.0
2023-09-15,408,Mampong,1.0
2023-09-15,441,Mampong,1.0
2023-09-15,65,Achimota,0.0
2023-09-16,232,Dansoman,0.0
2023-09-16,27,Achimota,0.0
2023-09-16,416,Mampong,0.6530612244897959
2023-09-16,90,Achimota,0.0
2023-09-18,79,Achimota,0.0
2023-09-18,norc1146,Mampong,0.0
2023-09-19,204,Dansoman,0.0
2023-09-19,norc524,Achimota,0.0
2023-09-20,21,Achimota,0.0
2023-09-20,438,Mampong,0.0
2023-09-20,64,Achimota,0.0
2023-09-20,norc1104,Mampong,0.0
2023-09-20,norc155,Dansoman,0.0
2023-09-20,norc532,Achimota,0.0
2023-09-21,214,Dansoman,0.0
2023-09-21,310,Kaneshie,0.0
2023-09-21,42,Achimota,0.0
2023-09-21,455,Mampong,0.0
2023-09-21,46,Achimota,0.0
2023-09-21,50,Achimota,0.0
2023-09-21,98,Achimota,0.0
2023-09-22,304,Kaneshie,0.6666666666666666
2023-09-22,308,Kaneshie,1.0
2023-09-22,317,Kaneshie,0.7441860465116279
2023-09-22,83,Achimota,0.0
2023-09-23,57,Achimota,0.8944099378881987
2023-09-24,201,Dansoman,0.0
2023-09-24,218,Dansoman,0.0
2023-09-24,320,Kaneshie,0.0
2023-09-24,8,Achimota,0.3495145631067961
2023-09-25,229,Dansoman,0.5
2023-09-25,317,Kaneshie,0.0
2023-09-25,norc172,Dansoman,1.0
2023-09-26,320,Kaneshie,0.0
2023-09-26,434,Mampong,0.0
2023-09-26,norc225,Kaneshie,0.0
2023-09-27,13,Achimota,0.0
