day,transformer,district,SAIFI
2023-01-26,77,Achimota,0.0
2023-01-26,norc438,Kaneshie,0.0
2023-01-27,444,Mampong,0.0
2023-01-28,230,Dansoman,0.0
2023-01-28,26,Achimota,0.0
2023-01-28,6,Achimota,0.0
2023-01-28,norc602,Achimota,0.0
2023-01-29,norc109,Dansoman,0.0
2023-01-29,norc603,Achimota,0.0
2023-01-30,433,Mampong,0.0
2023-01-31,16,Achimota,0.0
2023-02-01,201,Dansoman,0.0
2023-02-01,412,Mampong,0.0
2023-02-01,norc111,Dansoman,0.34156542915086996
2023-02-01,norc377,Kaneshie,0.3380281690140845
2023-02-03,455,Mampong,0.0
2023-02-03,norc932,Achimota,0.3474065138721351
2023-02-04,306,Kaneshie,0.0
2023-02-04,410,Mampong,0.0
2023-02-04,432,Mampong,0.0
2023-02-04,84,Achimota,0.5
2023-02-05,420,Mampong,2.0839363241678726
2023-02-06,321,Kaneshie,0.0
2023-02-06,431,Mampong,0.0
2023-02-06,47,Achimota,1.0
2023-02-07,316,Kaneshie,0.0
2023-02-07,32,Achimota,0.0
2023-02-07,norc579,Achimota,0.0
2023-02-08,10,Achimota,0.6666666666666666
2023-02-11,320,Kaneshie,0.0
2023-02-11,415,Mampong,0.0
2023-02-12,304,Kaneshie,0.0
2023-02-12,441,Mampong,0.0
2023-02-13,224,Dansoman,0.0
2023-02-13,norc165,Dansoman,0.0
2023-02-13,norc377,Kaneshie,0.3333333333333333
2023-02-14,408,Mampong,2.0
2023-02-14,norc104,Dansoman,0.0
2023-02-14,norc469,Kaneshie,0.0
2023-02-14,norc537,Achimota,1.6666666666666667
2023-02-14,norc602,Achimota,0.0
2023-02-14,norc603,Achimota,0.0
2023-02-15,307,Kaneshie,0.0
2023-02-15,413,Mampong,0.0
2023-02-15,norc833,Achimota,0.0
2023-02-16,69,Achimota,0.0
2023-02-16,norc1146,Mampong,0.0
2023-02-17,50,Achimota,0.0
2023-02-18,62,Achimota,0.0
2023-02-18,norc476,Kaneshie,0.0
2023-02-19,209,Dansoman,0.0
2023-02-20,417,Mampong,1.0
2023-02-20,54,Achimota,0.0
2023-02-21,13,Achimota,0.0
2023-02-21,306,Kaneshie,0.0
2023-02-22,100,Achimota,0.0
2023-02-22,76,Achimota,0.0
2023-02-23,14,Achimota,0.0
2023-02-24,224,Dansoman,0.0
2023-02-24,85,Achimota,0.0
2023-02-24,norc392,Kaneshie,0.0
2023-02-25,12,Achimota,0.0
2023-02-25,215,Dansoman,0.0
2023-02-25,232,Dansoman,0.0
2023-02-25,306,Kaneshie,0.0
2023-02-25,422,Mampong,1.0058207217694994
2023-02-25,427,Mampong,0.6674391657010428
2023-02-25,45,Achimota,0.0
2023-02-26,426,Mampong,0.0
2023-02-26,454,Mampong,0.0
2023-02-26,57,Achimota,0.0
2023-02-26,78,Achimota,0.0
2023-02-26,norc477,Kaneshie,0.0
2023-02-27,233,Dansoman,0.0
2023-02-27,319,Kaneshie,0.0
2023-02-27,426,Mampong,0.0
2023-02-28,14,Achimota,0.3333333333333333
2023-02-28,46,Achimota,0.0
2023-02-28,norc322,Kaneshie,0.0
2023-02-28,norc421,Kaneshie,0.0
2023-03-01,52,Achimota,0.7111111111111111
2023-03-03,17,Achimota,0.0
2023-03-03,70,Achimota,0.0
2023-03-03,norc388,Kaneshie,0.0
2023-03-03,norc606,Achimota,0.0
2023-03-04,418,Mampong,0.0
2023-03-04,norc537,Achimota,0.0
2023-03-06,407,Mampong,0.0
2023-03-06,52,Achimota,0.0
2023-03-06,norc1104,Mampong,0.0
2023-03-06,norc146,Dansoman,0.0
2023-03-06,norc934,Achimota,0.0
2023-03-07,225,Dansoman,0.8396501457725948
2023-03-07,norc1104,Mampong,0.0
2023-03-08,422,Mampong,0.0
2023-03-09,32,Achimota,0.0
2023-03-09,427,Mampong,0.0
2023-03-09,437,Mampong,0.0
2023-03-10,416,Mampong,0.0
2023-03-10,norc109,Dansoman,0.0
2023-03-11,41,Achimota,0.0
2023-03-11,423,Mampong,0.0
2023-03-11,430,Mampong,0.0
2023-03-11,85,Achimota,0.0
2023-03-12,norc854,Achimota,0.0
2023-03-13,50,Achimota,0.0
2023-03-13,norc225,Kaneshie,0.0
2023-03-13,norc356,Achimota,0.0
2023-03-14,210,Dansoman,0.0
2023-03-14,227,Dansoman,0.0
2023-03-14,8,Achimota,0.0
2023-03-15,65,Achimota,0.0
2023-03-15,norc332,Kaneshie,0.0
2023-03-15,norc930,Achimota,0.0
2023-03-16,14,Achimota,1.0194690265486726
2023-03-16,222,Dansoman,0.0
2023-03-16,42,Achimota,1.5
2023-03-16,51,Achimota,0.0
2023-03-17,234,Dansoman,1.0
2023-03-18,99,Achimota,0.0
2023-03-18,norc438,Kaneshie,0.0
2023-03-19,norc532,Achimota,0.0
2023-03-19,norc926,Achimota,0.0
2023-03-20,305,Kaneshie,0.0
2023-03-20,36,Achimota,0.0
2023-03-20,420,Mampong,0.0
2023-03-21,210,Dansoman,0.0
2023-03-21,322,Kaneshie,0.0
2023-03-21,401,Mampong,0.0
2023-03-21,415,Mampong,0.0
2023-03-21,439,Mampong,0.0
2023-03-21,norc443,Kaneshie,0.0
2023-03-22,27,Achimota,0.0
2023-03-22,329,Kaneshie,0.0
2023-03-22,39,Achimota,0.0
2023-03-22,402,Mampong,0.0
2023-03-23,311,Kaneshie,0.0
2023-03-24,432,Mampong,0.0
2023-03-25,238,Dansoman,0.0
2023-03-26,238,Dansoman,0.0
2023-03-26,443,Mampong,0.0
2023-03-26,67,Achimota,0.0
2023-03-27,231,Dansoman,0.0
2023-03-27,27,Achimota,0.0
2023-03-27,316,Kaneshie,0.5
2023-03-29,212,Dansoman,0.0
2023-03-29,221,Dansoman,0.0
2023-03-29,89,Achimota,0.0
2023-03-30,89,Achimota,0.0
2023-03-30,norc109,Dansoman,0.0
2023-04-01,27,Achimota,0.0
2023-04-02,444,Mampong,0.0
2023-04-02,norc430,Kaneshie,0.0
2023-04-03,231,Dansoman,0.0
2023-04-03,317,Kaneshie,0.0
2023-04-03,420,Mampong,0.0
2023-04-03,85,Achimota,0.8311688311688312
2023-04-04,201,Dansoman,0.8252148997134671
2023-04-04,222,Dansoman,0.0
2023-04-04,228,Dansoman,0.0
2023-04-04,72,Achimota,0.0
2023-04-05,317,Kaneshie,0.0
2023-04-05,410,Mampong,0.0
2023-04-06,321,Kaneshie,0.0
2023-04-06,norc927,Achimota,0.3333333333333333
2023-04-07,222,Dansoman,1.75
2023-04-07,416,Mampong,0.0
2023-04-07,420,Mampong,0.0
2023-04-07,90,Achimota,0.0
2023-04-08,74,Achimota,0.0
2023-04-10,45,Achimota,1.0
2023-04-10,norc456,Kaneshie,0.0
2023-04-11,norc603,Achimota,0.0
2023-04-12,313,Kaneshie,1.0
2023-04-12,430,Mampong,0.5669291338582677
2023-04-13,230,Dansoman,0.6666666666666666
2023-04-13,7,Achimota,0.0
2023-04-13,89,Achimota,0.5
2023-04-13,norc532,Achimota,0.0
2023-04-14,1,Achimota,0.0
2023-04-14,55,Achimota,0.0
2023-04-14,norc225,Kaneshie,1.0
2023-04-14,norc332,Kaneshie,0.5
2023-04-14,norc377,Kaneshie,0.0
2023-04-16,norc442,Kaneshie,0.0
2023-04-17,26,Achimota,0.3372365339578454
2023-04-18,311,Kaneshie,0.0
2023-04-19,13,Achimota,1.0230905861456483
2023-04-19,223,Dansoman,0.0
2023-04-19,84,Achimota,0.5
2023-04-19,norc602,Achimota,0.0
2023-04-20,norc519,Achimota,0.0
2023-04-21,219,Dansoman,0.0
2023-04-21,226,Dansoman,0.0
2023-04-21,50,Achimota,1.0658508302287137
2023-04-22,219,Dansoman,0.0
2023-04-23,426,Mampong,0.0
2023-04-24,314,Kaneshie,0.0
2023-04-24,320,Kaneshie,0.0
2023-04-24,41,Achimota,0.0
2023-04-24,47,Achimota,0.0
2023-04-25,432,Mampong,0.5444234404536862
2023-04-25,436,Mampong,0.0
2023-04-25,57,Achimota,0.7552447552447552
2023-04-25,95,Achimota,0.0
2023-04-26,221,Dansoman,1.2342857142857142
2023-04-26,438,Mampong,1.0
2023-04-26,norc1146,Mampong,0.47446457990115326
2023-04-26,norc456,Kaneshie,1.0
2023-04-28,1,Achimota,0.8433382137628112
2023-04-28,224,Dansoman,0.0
2023-04-28,443,Mampong,0.963210702341137
2023-04-28,norc579,Achimota,0.0
2023-04-29,320,Kaneshie,0.0
2023-04-29,408,Mampong,0.0
2023-04-29,norc450,Kaneshie,0.0
2023-04-30,66,Achimota,0.0
2023-04-30,93,Achimota,0.0
2023-04-30,norc519,Achimota,0.0
2023-04-30,norc602,Achimota,0.0
2023-04-30,norc854,Achimota,0.0
2023-05-01,99,Achimota,0.6501128668171557
2023-05-01,norc934,Achimota,1.0
2023-05-02,204,Dansoman,0.0
2023-05-02,418,Mampong,0.0
2023-05-02,440,Mampong,0.0
2023-05-02,94,Achimota,0.6689895470383276
2023-05-02,norc225,Kaneshie,0.0
2023-05-02,norc456,Kaneshie,0.0
2023-05-03,10,Achimota,0.41438848920863314
2023-05-03,440,Mampong,1.0
2023-05-03,9,Achimota,0.0
2023-05-04,313,Kaneshie,0.0
2023-05-04,327,Kaneshie,0.0
2023-05-05,321,Kaneshie,1.1264667535853976
2023-05-05,norc930,Achimota,0.0
2023-05-06,9,Achimota,0.0
2023-05-06,norc926,Achimota,0.0
2023-05-07,238,Dansoman,0.0
2023-05-07,norc172,Dansoman,1.0
2023-05-08,207,Dansoman,0.5
2023-05-09,232,Dansoman,0.7783783783783784
2023-05-09,432,Mampong,0.0
2023-05-09,437,Mampong,0.0
2023-05-09,norc877,Achimota,1.0
2023-05-10,66,Achimota,0.0
2023-05-11,401,Mampong,0.0
2023-05-11,436,Mampong,0.0
2023-05-11,439,Mampong,0.0
2023-05-11,norc533,Achimota,0.0
2023-05-12,419,Mampong,0.0
2023-05-12,93,Achimota,0.0
2023-05-13,1,Achimota,0.0
2023-05-13,norc477,Kaneshie,0.0
2023-05-15,313,Kaneshie,0.0
2023-05-15,norc388,Kaneshie,0.6682134570765661
2023-05-16,418,Mampong,1.0267379679144386
2023-05-16,55,Achimota,0.0
2023-05-17,79,Achimota,0.0
2023-05-18,14,Achimota,0.0
2023-05-18,norc1146,Mampong,0.0
2023-05-18,norc476,Kaneshie,0.0
2023-05-19,309,Kaneshie,0.0
2023-05-19,402,Mampong,0.0
2023-05-19,441,Mampong,0.0
2023-05-19,norc474,Kaneshie,0.0
2023-05-20,206,Dansoman,0.0
2023-05-20,93,Achimota,0.0
2023-05-21,18,Achimota,1.3333333333333333
2023-05-22,41,Achimota,0.0
2023-05-22,76,Achimota,0.0
2023-05-23,223,Dansoman,0.0
2023-05-23,441,Mampong,0.0
2023-05-23,87,Achimota,1.0
2023-05-24,norc169,Dansoman,0.0
2023-05-25,65,Achimota,1.0
2023-05-25,norc438,Kaneshie,0.0
2023-05-26,27,Achimota,0.0
2023-05-26,50,Achimota,0.0
2023-05-26,9,Achimota,1.0023201856148491
2023-05-26,norc533,Achimota,1.0
2023-05-26,norc934,Achimota,1.0
2023-05-28,19,Achimota,0.35555555555555557
2023-05-28,98,Achimota,0.0
2023-05-28,norc104,Dansoman,0.0
2023-05-28,norc421,Kaneshie,0.0
2023-05-28,norc469,Kaneshie,0.0
2023-05-29,26,Achimota,0.6721120186697783
2023-05-29,48,Achimota,0.0
2023-05-30,1,Achimota,0.0
2023-05-30,227,Dansoman,0.0
2023-05-31,225,Dansoman,0.0
2023-06-01,202,Dansoman,0.0
2023-06-01,415,Mampong,0.0
2023-06-01,65,Achimota,0.0
2023-06-01,norc438,Kaneshie,0.0
2023-06-02,329,Kaneshie,1.3333333333333333
2023-06-02,414,Mampong,0.8916408668730651
2023-06-03,218,Dansoman,0.0
2023-06-03,310,Kaneshie,0.0
2023-06-03,327,Kaneshie,0.0
2023-06-03,norc146,Dansoman,0.0
2023-06-04,25,Achimota,0.0
2023-06-04,norc225,Kaneshie,0.0
2023-06-04,norc388,Kaneshie,0.0
2023-06-06,419,Mampong,1.952542372881356
2023-06-06,439,Mampong,2.129390018484288
2023-06-06,norc225,Kaneshie,0.0
2023-06-06,norc388,Kaneshie,0.0
2023-06-07,83,Achimota,0.0
2023-06-08,219,Dansoman,0.0
2023-06-08,224,Dansoman,0.0
2023-06-08,304,Kaneshie,0.0
2023-06-09,221,Dansoman,0.0
2023-06-09,314,Kaneshie,0.0
2023-06-09,423,Mampong,0.0
2023-06-09,444,Mampong,1.0
2023-06-09,5,Achimota,0.0
2023-06-09,norc421,Kaneshie,0.0
2023-06-10,410,Mampong,0.0
2023-06-11,25,Achimota,0.0
2023-06-11,norc225,Kaneshie,2.0
2023-06-12,440,Mampong,0.0
2023-06-12,48,Achimota,0.0
2023-06-12,norc1104,Mampong,0.0
2023-06-13,norc877,Achimota,0.0
2023-06-14,norc519,Achimota,1.0
2023-06-15,17,Achimota,0.0
2023-06-15,2,Achimota,0.0
2023-06-15,26,Achimota,0.0
2023-06-15,440,Mampong,0.0
2023-06-16,305,Kaneshie,0.3337195828505214
2023-06-16,426,Mampong,1.0
2023-06-16,7,Achimota,0.5
2023-06-17,236,Dansoman,0.0
2023-06-17,412,Mampong,0.0
2023-06-17,norc390,Kaneshie,0.0
2023-06-18,60,Achimota,1.0
2023-06-18,98,Achimota,0.0
2023-06-18,norc392,Kaneshie,0.0
2023-06-18,norc858,Achimota,0.0
2023-06-19,307,Kaneshie,0.0
2023-06-19,423,Mampong,0.0
2023-06-19,norc112,Dansoman,0.0
2023-06-19,norc392,Kaneshie,0.0
2023-06-19,norc932,Achimota,0.0
2023-06-20,66,Achimota,0.0
2023-06-21,14,Achimota,0.0
2023-06-21,419,Mampong,0.0
2023-06-21,norc172,Dansoman,0.0
2023-06-21,norc443,Kaneshie,0.0
2023-06-23,218,Dansoman,0.0
2023-06-23,68,Achimota,0.3333333333333333
2023-06-23,norc167,Dansoman,0.0
2023-06-23,norc533,Achimota,0.0
2023-06-24,213,Dansoman,0.0
2023-06-24,218,Dansoman,0.0
2023-06-24,27,Achimota,0.0
2023-06-24,317,Kaneshie,0.0
2023-06-24,91,Achimota,0.5
2023-06-24,norc430,Kaneshie,0.0
2023-06-25,norc477,Kaneshie,0.0
2023-06-27,309,Kaneshie,0.0
2023-06-27,4,Achimota,0.0
2023-06-27,95,Achimota,0.0
2023-06-28,434,Mampong,0.0
2023-06-28,78,Achimota,0.0
2023-06-28,norc332,Kaneshie,0.0
2023-06-29,326,Kaneshie,0.0
2023-06-29,62,Achimota,0.0
2023-06-30,236,Dansoman,0.3444976076555024
2023-06-30,404,Mampong,0.0
2023-06-30,430,Mampong,0.0
2023-06-30,87,Achimota,0.0
2023-06-30,99,Achimota,0.0
2023-07-02,27,Achimota,0.0
2023-07-02,322,Kaneshie,0.0
2023-07-02,327,Kaneshie,0.0
2023-07-02,416,Mampong,0.0
2023-07-02,norc602,Achimota,0.0
2023-07-03,416,Mampong,0.0
2023-07-04,47,Achimota,1.0
2023-07-05,21,Achimota,0.0
2023-07-06,409,Mampong,0.0
2023-07-06,97,Achimota,0.0
2023-07-08,217,Dansoman,0.0
2023-07-08,227,Dansoman,0.0
2023-07-08,404,Mampong,0.0
2023-07-09,59,Achimota,0.0
2023-07-10,93,Achimota,0.0
2023-07-10,norc477,Kaneshie,0.6939759036144579
2023-07-11,229,Dansoman,0.8767123287671234
2023-07-11,57,Achimota,0.0
2023-07-11,norc104,Dansoman,0.0
2023-07-12,208,Dansoman,0.0
2023-07-12,232,Dansoman,0.0
2023-07-12,norc533,Achimota,1.0
2023-07-13,205,Dansoman,0.0
2023-07-13,231,Dansoman,0.0
2023-07-13,404,Mampong,0.0
2023-07-13,434,Mampong,1.3488478591203346
2023-07-14,11,Achimota,0.0
2023-07-15,217,Dansoman,0.0
2023-07-16,234,Dansoman,0.0
2023-07-16,48,Achimota,0.0
2023-07-16,99,Achimota,0.0
2023-07-17,413,Mampong,0.0
2023-07-17,42,Achimota,1.6724738675958188
2023-07-17,95,Achimota,0.0
2023-07-18,305,Kaneshie,0.0
2023-07-19,229,Dansoman,0.0
2023-07-19,39,Achimota,0.0
2023-07-19,440,Mampong,0.3337195828505214
2023-07-20,39,Achimota,0.0
2023-07-20,77,Achimota,0.0
2023-07-20,82,Achimota,0.0
2023-07-20,97,Achimota,0.0
2023-07-20,norc476,Kaneshie,0.0
2023-07-21,86,Achimota,0.0
2023-07-22,232,Dansoman,0.0
2023-07-22,norc474,Kaneshie,0.0
2023-07-23,2,Achimota,0.0
2023-07-23,429,Mampong,0.0
2023-07-23,norc430,Kaneshie,0.0
2023-07-24,39,Achimota,0.0
2023-07-24,4,Achimota,0.0
2023-07-24,423,Mampong,0.0
2023-07-25,438,Mampong,0.0
2023-07-25,454,Mampong,0.0
2023-07-25,norc337,Achimota,0.0
2023-07-27,74,Achimota,0.0
2023-07-28,202,Dansoman,0.0
2023-07-28,209,Dansoman,0.0
2023-07-28,28,Achimota,0.5877551020408164
2023-07-28,425,Mampong,0.0
2023-07-28,norc112,Dansoman,0.0
2023-07-28,norc926,Achimota,2.0
2023-07-29,417,Mampong,0.0
2023-07-29,norc155,Dansoman,0.0
2023-07-30,329,Kaneshie,0.0
2023-07-31,61,Achimota,0.0
2023-08-01,228,Dansoman,1.0
2023-08-01,64,Achimota,0.0
2023-08-02,215,Dansoman,0.0
2023-08-02,76,Achimota,0.0
2023-08-03,223,Dansoman,0.0
2023-08-04,412,Mampong,0.0
2023-08-04,421,Mampong,0.0
2023-08-04,7,Achimota,0.33410672853828305
2023-08-04,74,Achimota,1.0
2023-08-05,14,Achimota,0.3333333333333333
2023-08-05,220,Dansoman,0.0
2023-08-05,422,Mampong,0.0
2023-08-05,80,Achimota,0.0
2023-08-05,82,Achimota,1.769585253456221
2023-08-06,434,Mampong,0.8323699421965318
2023-08-06,norc146,Dansoman,0.0
2023-08-07,203,Dansoman,0.0
2023-08-07,norc109,Dansoman,0.0
2023-08-08,32,Achimota,0.0
2023-08-08,norc533,Achimota,0.0
2023-08-09,norc833,Achimota,0.0
2023-08-10,408,Mampong,0.0
2023-08-10,423,Mampong,0.0
2023-08-10,79,Achimota,0.0
2023-08-10,norc442,Kaneshie,0.0
2023-08-11,28,Achimota,1.0011587485515643
2023-08-12,321,Kaneshie,0.0
2023-08-12,99,Achimota,0.9896907216494845
2023-08-13,430,Mampong,0.0
2023-08-13,454,Mampong,0.0
2023-08-14,14,Achimota,0.34615384615384615
2023-08-14,222,Dansoman,0.0
2023-08-14,30,Achimota,0.0
2023-08-14,310,Kaneshie,0.0
2023-08-14,327,Kaneshie,0.0
2023-08-14,42,Achimota,1.0
2023-08-14,435,Mampong,0.0
2023-08-14,norc167,Dansoman,0.0
2023-08-15,201,Dansoman,0.0
2023-08-15,454,Mampong,0.0
2023-08-15,71,Achimota,0.0
2023-08-16,39,Achimota,0.0
2023-08-16,442,Mampong,0.0
2023-08-17,16,Achimota,1.0
2023-08-17,18,Achimota,0.5
2023-08-18,306,Kaneshie,0.3333333333333333
2023-08-18,409,Mampong,0.0
2023-08-19,82,Achimota,0.0
2023-08-20,10,Achimota,0.5
2023-08-20,301,Kaneshie,0.0
2023-08-20,84,Achimota,0.0
2023-08-21,428,Mampong,0.0
2023-08-21,norc854,Achimota,0.0
2023-08-22,204,Dansoman,0.0
2023-08-22,413,Mampong,1.0093457943925233
2023-08-23,215,Dansoman,0.0
2023-08-23,7,Achimota,0.0
2023-08-24,11,Achimota,0.0
2023-08-24,229,Dansoman,0.5
2023-08-24,39,Achimota,0.0
2023-08-24,430,Mampong,1.0
2023-08-24,51,Achimota,0.0
2023-08-24,59,Achimota,1.619047619047619
2023-08-24,norc456,Kaneshie,0.0
2023-08-24,norc833,Achimota,0.0
2023-08-25,1,Achimota,0.0
2023-08-25,norc430,Kaneshie,0.0
2023-08-26,436,Mampong,1.0786516853932584
2023-08-26,440,Mampong,0.0
2023-08-26,norc533,Achimota,0.0
2023-08-27,210,Dansoman,0.0
2023-08-27,99,Achimota,1.0
2023-08-28,11,Achimota,0.0
2023-08-28,206,Dansoman,0.0
2023-08-28,213,Dansoman,0.6666666666666666
2023-08-28,218,Dansoman,0.0
2023-08-28,44,Achimota,0.0
2023-08-28,9,Achimota,0.0
2023-08-29,6,Achimota,0.0
2023-08-29,70,Achimota,0.0
2023-08-30,306,Kaneshie,0.0
2023-08-30,428,Mampong,0.0
2023-08-31,226,Dansoman,0.5
2023-08-31,436,Mampong,0.0
2023-08-31,440,Mampong,0.0
2023-08-31,441,Mampong,0.0
2023-09-01,70,Achimota,0.5008695652173913
2023-09-02,5,Achimota,0.3333333333333333
2023-09-02,61,Achimota,0.0
2023-09-02,97,Achimota,0.5
2023-09-02,norc167,Dansoman,0.0
2023-09-04,308,Kaneshie,0.0
2023-09-04,443,Mampong,0.0
2023-09-05,39,Achimota,0.0
2023-09-05,norc474,Kaneshie,0.0
2023-09-05,norc579,Achimota,0.0
2023-09-06,5,Achimota,0.0
2023-09-06,60,Achimota,0.0
2023-09-07,229,Dansoman,0.5
2023-09-07,27,Achimota,0.0
2023-09-07,431,Mampong,1.0
2023-09-08,norc110,Dansoman,0.8971962616822431
2023-09-08,norc477,Kaneshie,1.0
2023-09-09,230,Dansoman,0.0
2023-09-09,41,Achimota,0.0
2023-09-09,norc112,Dansoman,0.0
2023-09-09,norc442,Kaneshie,0.0
2023-09-09,norc606,Achimota,0.0
2023-09-10,27,Achimota,0.33294797687861266
2023-09-10,46,Achimota,0.0
2023-09-11,224,Dansoman,0.0
2023-09-11,232,Dansoman,0.0
2023-09-11,427,Mampong,0.3333333333333333
2023-09-12,21,Achimota,0.5
2023-09-12,322,Kaneshie,0.5413533834586466
2023-09-12,413,Mampong,2.215384615384615
2023-09-13,52,Achimota,0.0
2023-09-13,norc111,Dansoman,0.0
2023-09-14,221,Dansoman,0.0
2023-09-14,224,Dansoman,0.0
2023-09-14,28,Achimota,0.0
2023-09-14,314,Kaneshie,0.0
2023-09-14,77,Achimota,1.0
2023-09-15,329,Kaneshie,0.0
2023-09-16,304,Kaneshie,0.0
2023-09-16,430,Mampong,0.0
2023-09-16,71,Achimota,0.0
2023-09-16,79,Achimota,0.0
2023-09-16,norc337,Achimota,0.5097345132743363
2023-09-17,303,Kaneshie,0.0
2023-09-17,norc450,Kaneshie,0.0
2023-09-19,213,Dansoman,0.0
2023-09-19,216,Dansoman,0.0
2023-09-19,norc169,Dansoman,0.0
2023-09-21,230,Dansoman,0.3333333333333333
2023-09-21,318,Kaneshie,0.0
2023-09-21,48,Achimota,0.0
2023-09-22,36,Achimota,0.8861538461538461
2023-09-22,78,Achimota,0.458077709611452
2023-09-23,434,Mampong,0.0
2023-09-23,8,Achimota,0.0
2023-09-25,424,Mampong,0.0
2023-09-25,433,Mampong,0.0
2023-09-26,205,Dansoman,0.5
2023-09-26,88,Achimota,0.0
2023-09-26,norc322,Kaneshie,0.0
2023-09-27,19,Achimota,0.7015834348355664
2023-09-27,205,Dansoman,1.0
2023-09-28,18,Achimota,0.0
2023-09-28,313,Kaneshie,0.0
2023-09-29,227,Dansoman,0.3333333333333333
2023-09-30,71,Achimota,0.0
2023-10-01,414,Mampong,0.0
2023-10-01,74,Achimota,0.0
2023-10-01,norc519,Achimota,0.0
2023-10-01,norc926,Achimota,0.0
2023-10-02,210,Dansoman,0.0
2023-10-02,412,Mampong,1.0
2023-10-02,norc356,Achimota,0.0
2023-10-02,norc443,Kaneshie,0.0
2023-10-03,16,Achimota,0.0
2023-10-03,224,Dansoman,0.0
2023-10-04,234,Dansoman,0.0
2023-10-04,438,Mampong,1.0034843205574913
2023-10-04,439,Mampong,0.0
2023-10-04,85,Achimota,0.5570599613152805
2023-10-04,norc146,Dansoman,0.676056338028169
2023-10-04,norc438,Kaneshie,0.0
2023-10-05,96,Achimota,0.0
2023-10-06,223,Dansoman,0.0
2023-10-06,410,Mampong,0.0
2023-10-06,69,Achimota,0.0
2023-10-06,77,Achimota,0.0
2023-10-06,94,Achimota,0.0
2023-10-06,norc854,Achimota,0.0
2023-10-07,213,Dansoman,0.0
2023-10-07,45,Achimota,0.0
2023-10-07,norc332,Kaneshie,0.0
2023-10-08,325,Kaneshie,0.0
2023-10-08,401,Mampong,0.0
2023-10-09,313,Kaneshie,0.0
2023-10-10,223,Dansoman,0.0
2023-10-10,26,Achimota,0.0
2023-10-10,421,Mampong,0.7236180904522613
2023-10-10,441,Mampong,1.0
2023-10-10,91,Achimota,0.0
2023-10-10,norc858,Achimota,0.0
2023-10-11,203,Dansoman,0.3333333333333333
2023-10-12,13,Achimota,0.0
2023-10-12,401,Mampong,2.0
2023-10-12,85,Achimota,0.37113402061855666
2023-10-13,70,Achimota,0.0
2023-10-14,39,Achimota,0.0
2023-10-14,norc146,Dansoman,0.0
2023-10-15,30,Achimota,0.0
2023-10-16,208,Dansoman,0.0
2023-10-16,420,Mampong,1.281899109792285
2023-10-16,norc377,Kaneshie,0.0
2023-10-17,302,Kaneshie,0.0
2023-10-17,429,Mampong,1.0
2023-10-17,76,Achimota,0.0
2023-10-20,317,Kaneshie,0.0
2023-10-21,207,Dansoman,0.0
2023-10-21,319,Kaneshie,0.0
2023-10-21,42,Achimota,1.1659919028340082
2023-10-22,25,Achimota,0.0
2023-10-22,409,Mampong,1.0
2023-10-22,8,Achimota,0.0
2023-10-23,13,Achimota,0.4222873900293255
2023-10-23,17,Achimota,0.0
2023-10-23,206,Dansoman,0.0
2023-10-24,norc1104,Mampong,0.0
2023-10-25,norc112,Dansoman,0.0
2023-10-25,norc1146,Mampong,0.0
2023-10-25,norc356,Achimota,0.0
2023-10-26,233,Dansoman,0.0
2023-10-26,329,Kaneshie,0.0
2023-10-26,437,Mampong,0.6666666666666666
2023-10-27,409,Mampong,0.0
2023-10-28,100,Achimota,0.0
2023-10-28,442,Mampong,0.0
2023-10-29,89,Achimota,0.0
2023-10-31,100,Achimota,0.0
2023-10-31,216,Dansoman,0.0
2023-11-01,235,Dansoman,1.0
2023-11-01,norc930,Achimota,0.0
2023-11-02,1,Achimota,1.136094674556213
2023-11-02,31,Achimota,0.0
2023-11-02,427,Mampong,0.0
2023-11-02,norc112,Dansoman,1.0
2023-11-02,norc877,Achimota,0.5333333333333333
2023-11-03,29,Achimota,1.0
2023-11-03,415,Mampong,1.6666666666666667
2023-11-03,norc225,Kaneshie,0.0
2023-11-03,norc332,Kaneshie,0.5226860254083484
2023-11-03,norc392,Kaneshie,0.0
2023-11-04,437,Mampong,0.0
2023-11-04,94,Achimota,0.0
2023-11-05,89,Achimota,0.0
2023-11-05,norc331,Kaneshie,0.5026178010471204
2023-11-06,234,Dansoman,0.0
2023-11-06,norc476,Kaneshie,0.0
2023-11-08,17,Achimota,0.0
2023-11-08,71,Achimota,0.0
2023-11-08,78,Achimota,0.0
2023-11-08,norc934,Achimota,0.0
2023-11-09,220,Dansoman,1.0
2023-11-09,412,Mampong,0.0
2023-11-09,433,Mampong,0.0
2023-11-09,norc602,Achimota,0.0
2023-11-09,norc926,Achimota,1.0
2023-11-10,415,Mampong,0.0
2023-11-10,444,Mampong,0.0
2023-11-10,84,Achimota,0.0
2023-11-10,norc392,Kaneshie,0.0
2023-11-11,14,Achimota,0.0
2023-11-13,422,Mampong,0.0
2023-11-14,90,Achimota,0.0
2023-11-14,91,Achimota,1.0
2023-11-14,norc377,Kaneshie,0.0
2023-11-16,2,Achimota,0.0
2023-11-16,230,Dansoman,0.0
2023-11-16,417,Mampong,1.0
2023-11-17,31,Achimota,1.037837837837838
2023-11-17,313,Kaneshie,0.0
2023-11-17,319,Kaneshie,0.7041564792176039
2023-11-17,norc533,Achimota,1.0
2023-11-18,235,Dansoman,0.0
2023-11-18,330,Kaneshie,0.5
